Destination,District,Timespan,Review
Star Fort Matara,Matara,2 years ago,"An old Dutch fort located at the heart of Matara city. Nothing much to see outside, but the Museum has some valuable stuff, including the famous Panakaduwa copper plate. Archeology Dept maintain it really well, and entrance is free."
Star Fort Matara,Matara,a year ago,"Star Fort Matara has a historical value  along with its great dignity with a unique shape of a star. There is a musium inside of the fort now, where you can witness the  evidence of the past era. The renovations had done very wisely keeping …"
Star Fort Matara,Matara,4 years ago,A small but interesting museum with coins and other historic artifacts. The shape of this converted fort and its other aesthetic features that include a draw-bridge will provide any visitor some insight to what technology was used in those …
Star Fort Matara,Matara,4 years ago,"This fort was built by the Dutch to compensate for deficiencies in the neighbouring rampart, but it’s so small it could only have protected a handful of bureaucrats. Look out for the construction date (1765) embossed over the main gate, …"
Star Fort Matara,Matara,2 years ago,"This place is well maintained. Museum is inside the fortress which has several sections with a lot of historical information.
You are not allowed to take any photos unfortunately. Parking is available."
Star Fort Matara,Matara,3 years ago,Well preserved and maintained small dutch fort in matara town.has a museum containing valuble history including a 4000yr old skeleton. Very useful to students and travellers. Washrooms available in the fort. …
Star Fort Matara,Matara,3 years ago,"This is a lovely old Dutch colonial fort.This place is small but packed with historic energy. You can take pictures outside but in the museum no pictures are permitted, even though I was the only person there and clearly taking pictures …"
Star Fort Matara,Matara,2 years ago,Tidy small museum worth visiting
Star Fort Matara,Matara,2 years ago,Not worth the time. It does not look as good as it does in photos and there's nothing much to see. A very small area. But it's well maintained. I guess this will be worth visiting only if you're a historian.
Star Fort Matara,Matara,3 years ago,"Very small old Dutch fort. There is a museum of kind inside - two rooms displaying local archaeological artifacts, not much information in English. It was free."
Star Fort Matara,Matara,3 years ago,"Nice historical place in Matara. Everyone can enter no fee and if you like you can donate some money..
Located on the eastern bank of the Nilwala River, approximately 350 metres from …"
Star Fort Matara,Matara,4 years ago,"Nice historical site. Much smaller than I expected however, only took about 30 minutes to see the whole exhibition. Free entrance, but you are expected to give a donation at the end."
Star Fort Matara,Matara,6 years ago,A very unique star fort in Sri Lanka.
Star Fort Matara,Matara,4 years ago,This has been the residence of the then governer. It is built in the shape of a star with a mote surrounding it. There are a lot of fish as well as tortoise in the mote. There is a museum for arts and crafts of the yesteryear and another with some more items which was on renovation so we couldn't visit.
Star Fort Matara,Matara,9 months ago,"Smallest fort I have ever seen,.
Dutch build, not much to see, maybe the most interesting thing wad the turtles and the fish in the moat"
Star Fort Matara,Matara,4 years ago,A must visit place in Matara if you are interested to see archeological values. A small place but worth. No entrance fee and the things are described in Sinhala and English languages.
Star Fort Matara,Matara,3 years ago,"Dutch historical place. A collection of great information and artifacts found from Dutch Era.
Renovated and open to public. 10-15 mintues tour."
Star Fort Matara,Matara,4 years ago,"The Star Fort (Sinhala: මාතර තාරකා කොටුව Mathara Tharaka Kotuwa; Tamil: விண்மீன் கோட்டை, romanized: Viṇmīṉ Kōṭṭai) is a fort in Matara, Sri Lanka, located on the eastern bank of the Nilwala River, approximately 350 metres (1,150 ft) from …"
Star Fort Matara,Matara,4 years ago,"The Star Fort is a fort in Matara, Sri Lanka, located on the in front of the Matara Genaral Hospitel, approximately 350 metres (1,150 ft) from the gate to the Matara fort. It was constructed by the Dutch in 1765, and was originally called …"
Star Fort Matara,Matara,5 years ago,"Great piece of history that has hardly any visitors....maybe a bit more lighting can brighten up the place.
Friendly and courteous staff who gave us a guided tour."
Star Fort Matara,Matara,3 years ago,Small little attraction in the city. Has a museum walkthrough with exhibits and translations. Don't expect to spend more that 10-20m here.
Star Fort Matara,Matara,a year ago,Historical place and located in matara City center near to General hospital. This place was built by the Dutch people.
Star Fort Matara,Matara,4 years ago,Perfect little star fort in the town. I don't know why though they do not allow people to take photos of the exhibits; it is not exactly the Louvre.
Star Fort Matara,Matara,4 years ago,"One of great creation of Dutch in 1765, Today this place were built as a museum, which showcases the history of Ruhuna."
Star Fort Matara,Matara,7 years ago,"A fort built by Dutch in 1765, and was originally called Redoute Van Eck. this was built to a unique shape of a six pointed star with space for 12 large cannons to cover approaches from all directions"
Star Fort Matara,Matara,7 years ago,"The Star Fort (Sinhalese: මාතර තාරකා කොටුව) is a fort in Matara, Sri Lanka, located on the eastern bank of the Nilwala River, approximately 350 metres (1,150 ft) from the gate to the Matara fort. It was constructed by the Dutch in 1765, and was originally called Redoute Van Eck."
Star Fort Matara,Matara,8 months ago,"The ancient Dutch construction, situated  central of Matara city. Now it's open as old Dutch Musium."
Star Fort Matara,Matara,4 years ago,"Small museum and very small fort, but still nice to see if you are around. Not sure if I would come to see from much further away."
Star Fort Matara,Matara,5 years ago,Recommend place to visit if u wish to travel down south of Sri Lanka. Not a fancy place but a museum that would change your perspectives.
Star Fort Matara,Matara,4 years ago,Star fort is a remarkable place in matara town. And also it has a amaizing architecture techniques.Easy to visit.
Star Fort Matara,Matara,5 years ago,"In Matara Town near to the District General Hospital..... and In front of municipal council....
Which was renewed by British government and it consist lost of historical …"
Star Fort Matara,Matara,2 years ago,"""Star fort"" it's an important place to visit."
Star Fort Matara,Matara,7 years ago,Beautiful historic monument at the heart of Matara town resembling Portugese architecture in Sri Lanka.
Star Fort Matara,Matara,5 years ago,Staff of this place is excellent..they are guiding visitors well & describe the place....also someone can spend the time with a skeleton Which is older more than 4000 years
Star Fort Matara,Matara,7 years ago,"It was built in 1640 by the Dutch. It is one of the best star forts, and unique star fort in Sri Lanka."
Star Fort Matara,Matara,5 years ago,A protected historical place with a good guidance
Star Fort Matara,Matara,4 years ago,Good place to visit the ancient place..
Star Fort Matara,Matara,2 years ago,This place nearing the  matara public hospital .very ancient place . People can't take pictures inside the musiam
Star Fort Matara,Matara,4 years ago,Historic dutch fort.. most probably everyone need to visit when at matara
Star Fort Matara,Matara,6 years ago,A magnificent architectural and archeological site from dutch era. Nice place to visit.
Star Fort Matara,Matara,4 years ago,Nice place to visit. But colonial staff who dont allow you to take photoes. I think they are afraid of cameras 😁😁 …
Star Fort Matara,Matara,a year ago,"Nice little exhibition inside, got private tour."
Star Fort Matara,Matara,3 years ago,"Lovely ancient place to visit in Matara, where you can see water barriers to prevent unauthorised entry."
Star Fort Matara,Matara,4 years ago,Lovely place. Have lot of historical items you can study.
Star Fort Matara,Matara,4 years ago,Fantastic place to visit. Very close to Anchorage Villa. 5-7 min walking distance
Star Fort Matara,Matara,5 years ago,Star fort is located in Matara town. This fort buit by the Dutch in 16th century.
Star Fort Matara,Matara,7 years ago,One of the best monuments in Srilanka built in the Dutch era.
Star Fort Matara,Matara,2 years ago,"The most important thing here is not the fort. 4000 years old human skeleton. ""මැණික් හාමි""."
Star Fort Matara,Matara,3 years ago,There's a Must See Museum inside and nice architecture
Star Fort Matara,Matara,2 years ago,"Nice archaeological monument for quck visit, in the city center"
Star Fort Matara,Matara,4 years ago,Just a 5 to 10 minutes max of but fun any way. No charge on entrance
Star Fort Matara,Matara,4 years ago,"It is a great historical fort , built by dutch."
Star Fort Matara,Matara,a year ago,An important historical place with lots of monuments.
Star Fort Matara,Matara,a year ago,Very nice and ancient historic place
Star Fort Matara,Matara,3 weeks ago,Had great experience
Star Fort Matara,Matara,4 years ago,Unique and good !
